601330 绿色动力 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2018/06/11,4.64,4.64,4.64,4.64,58622,277868.28
2018/06/12,5.11,5.11,5.11,5.11,42041,219033.61
2018/06/13,5.63,5.63,5.63,5.63,37181,213047.13
2018/06/14,6.20,6.20,6.20,6.20,92930,585459.00
2018/06/15,6.83,6.83,6.83,6.83,152792,1058848.50
2018/06/19,7.52,7.52,7.52,7.52,643000,4899660.00
2018/06/20,8.28,8.28,8.28,8.28,384467,3221833.50
2018/06/21,9.12,9.12,9.12,9.12,190967,1760715.75
2018/06/22,10.04,10.04,10.04,10.04,780652,7915811.50
2018/06/25,11.05,11.05,11.05,11.05,499195,5566024.00
2018/06/26,12.17,12.17,12.17,12.17,432773,5310124.50
2018/06/27,13.40,13.40,13.40,13.40,793028,10705878.00
2018/06/28,14.75,14.75,14.75,14.75,1511364,22443756.00
2018/06/29,16.24,16.24,16.24,16.24,7522743,122921624.00
2018/07/02,17.87,17.87,17.87,17.87,5036687,90509264.00
2018/07/03,19.67,19.67,19.51,19.67,54602570,1079433856.00
2018/07/04,19.75,21.65,18.79,21.65,94002114,1886005504.00
2018/07/05,19.90,20.69,19.48,19.48,61497822,1237086080.00
2018/07/06,19.36,20.89,19.17,19.63,63010377,1275688320.00
2018/07/09,19.25,21.60,19.21,20.83,74894339,1575887616.00
2018/07/10,20.40,22.92,19.26,22.92,58878382,1229710208.00
2018/07/11,24.90,25.22,24.10,25.22,22386187,558938432.00
2018/07/12,27.75,27.75,23.30,25.05,83766692,2130164608.00
2018/07/13,24.39,27.57,24.39,27.57,70129042,1848822272.00
2018/07/16,26.90,27.45,24.80,24.80,65710026,1669360512.00
2018/07/17,23.00,24.70,22.31,23.67,56377033,1298082688.00
2018/07/18,22.94,23.19,21.82,21.93,41525280,934440512.00
2018/07/19,22.18,22.55,21.15,21.99,34995274,769997120.00
2018/07/20,21.60,22.71,21.02,22.11,39117466,858545344.00
2018/07/23,21.53,21.98,21.40,21.72,26928792,586503168.00
2018/07/24,21.76,23.06,21.76,22.44,42270641,951596032.00
2018/07/25,22.80,23.39,21.70,21.90,38172703,865880960.00
2018/07/26,21.10,21.10,19.70,19.95,40927016,825954112.00
2018/07/27,19.65,19.89,19.15,19.21,21806254,426615584.00
2018/07/30,19.22,19.39,18.10,18.68,22248344,418968416.00
2018/07/31,18.49,19.25,18.43,18.89,19027963,361118848.00
2018/08/01,18.90,18.92,17.80,18.05,19224983,355764608.00
2018/08/02,17.60,17.68,16.32,16.87,24587364,419489824.00
2018/08/03,16.86,16.99,15.74,15.85,20657444,338797408.00
2018/08/06,15.56,15.71,14.79,15.28,20348628,313665664.00
2018/08/07,15.45,16.16,15.08,15.85,24986203,393215104.00
